ID,WT,age,sex,region,edu,job,income,polview,d_paper,d_magazine,d_tv,d_radio,d_portal,d_messenger,d_sns,d_video,d_shortform,d_ott,d_ai,d_podcast,u_paper,u_magazine,u_tv,u_radio,u_portal,u_messenger,u_sns,u_video,u_shortform,u_ott,u_ai,u_podcast,p_share,p_like,p_comment,engagement,interest,trust_news,trust_new_src,paid_exp,paid_intent,news_none,main_path,cluster,pc1,pc2
1100.0,1.176733234525031,71.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1101.0,0.7552361871142999,69.0,2.0,2.0,2.0,10.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,3.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1103.0,0.4536917716548942,30.0,1.0,6.0,3.0,6.0,5.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,2.0,5,-0.45690426860955186,-0.33351389383986524
1104.0,1.38048161533625,33.0,1.0,2.0,3.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,5.0,0,-0.05558469754066231,-0.6392699593603144
1105.0,0.7023527208673679,58.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.3333333333333335,0,0,0,2.0,2,-0.16321140084769453,-0.07075848830406073
1106.0,0.4253753313122285,78.0,2.0,13.0,1.0,10.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1108.0,2.169755677483994,22.0,2.0,1.0,3.0,11.0,6.0,3.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0,2,0.34967776955567764,0.07154837875284348
1109.0,0.6179554102951014,54.0,1.0,2.0,3.0,6.0,5.0,2.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,4.0,0,0,0,2.0,2,0.2537727571881021,-0.08115046115168123
1110.0,0.9186987978390874,27.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0,0,0.1895423982276364,-0.3367750974141491
1111.0,3.2369155255579,20.0,2.0,9.0,3.0,11.0,7.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,1,0,5.0,5,-0.3700131479665514,-0.34851924080242475
1113.0,0.4836215782917144,62.0,2.0,6.0,2.0,10.0,5.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.3333333333333333,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1114.0,1.721815068900439,36.0,2.0,2.0,3.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,1,9998.0,5,-0.472568855576459,-0.6288779865126939
1115.0,0.8161934073286795,43.0,2.0,16.0,3.0,3.0,4.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3,3.0,3.0,3.0,0,0,0,2.0,4,1.3099325376076951,0.3423576977947407
1116.0,0.7809760757685192,23.0,1.0,15.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,5.0,5,-0.15983073704961148,-0.6366719661484093
1117.0,0.7478338980503874,28.0,1.0,12.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3,2.0,3.0,3.0,0,0,0,5.0,3,0.24623714407245345,-0.7553211870417315
1118.0,0.7601625231435906,45.0,2.0,4.0,2.0,10.0,4.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.6666666666666665,0,0,0,2.0,2,-0.16321140084769453,-0.07075848830406073
1119.0,0.7959044348364901,28.0,1.0,13.0,3.0,6.0,8.0,3.0,0.0,0.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,5.0,2,0.28679226302095795,0.22662098527180174
1120.0,1.078451652441005,77.0,2.0,2.0,1.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,4.666666666666667,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1121.0,0.933214007156507,74.0,2.0,2.0,1.0,10.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1123.0,2.215312332214395,23.0,1.0,1.0,3.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,5.0,0,0.2571534209861852,-0.6470639389960298
1124.0,0.4044972923214288,66.0,1.0,6.0,2.0,4.0,4.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1125.0,2.287376932434094,39.0,1.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,1,0,5.0,5,-0.045857478479142566,-0.30664460214669137
1126.0,0.4257142132637325,29.0,2.0,6.0,3.0,6.0,4.0,3.0,0.0,0.0,4.0,5.0,4.0,2.0,3.0,3.0,7.0,2.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,3,2.0,4.0,2.6666666666666665,0,0,0,14.0,3,0.900877823611317,-0.1023407525010247
1127.0,1.684153688961948,58.0,2.0,2.0,3.0,3.0,8.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,2.0,1,-0.47679468532406283,0.07851386079274181
1129.0,1.257114990348918,37.0,2.0,1.0,3.0,6.0,6.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,2.0,5,-0.11090555384990175,-0.21077588530094293
1130.0,0.7552361871143001,63.0,2.0,2.0,1.0,10.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,1.6666666666666667,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1131.0,0.8112322002059523,41.0,1.0,2.0,3.0,6.0,6.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,3.6666666666666665,0,0,0,10.0,1,-0.4784850172231044,0.361470599714916
1132.0,0.4754001409287914,75.0,1.0,6.0,2.0,4.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1133.0,0.3481688102242384,58.0,1.0,6.0,3.0,6.0,5.0,3.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,2.0,2,0.04613955527919511,0.36151843680398676
1135.0,2.894364854212257,67.0,1.0,9.0,2.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,2.0,1,-0.06574789519365354,0.10538315248591568
1137.0,0.6025398369400942,58.0,2.0,6.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,1,9998.0,5,-0.472568855576459,-0.6288779865126939
1138.0,0.7480273979965352,42.0,1.0,12.0,3.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,4.0,3.0,3.0,0,0,0,5.0,2,0.26336081631952424,-0.12258120799503425
1139.0,0.7721561831907848,69.0,1.0,2.0,1.0,12.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1140.0,1.078451652441005,72.0,2.0,2.0,2.0,10.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,1.3333333333333333,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1143.0,1.194127395395504,67.0,2.0,1.0,3.0,2.0,7.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.3333333333333335,0,0,0,2.0,5,-0.1623662348981738,-0.2122368577651479
1144.0,0.9080945262088476,41.0,2.0,2.0,3.0,6.0,5.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0,4,0.41112680007521785,0.4258976091402584
1145.0,0.7478338980503874,29.0,1.0,12.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,3.0,2.6666666666666665,0,0,0,5.0,0,0.41021078671859634,-0.6371610834631
1146.0,0.5073327747469092,38.0,2.0,6.0,3.0,2.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1147.0,0.549387454135543,70.0,1.0,6.0,2.0,4.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.3333333333333333,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1148.0,0.8161934073286795,48.0,2.0,16.0,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,3.3333333333333335,0,0,0,5.0,2,0.6114620266774443,0.35351145448101473
1149.0,0.6922624627318876,63.0,1.0,12.0,2.0,5.0,5.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.6666666666666667,0,0,0,2.0,2,0.04359034627116232,0.20700226419430323
1150.0,0.9374856143567708,41.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,1.6666666666666667,0,0,0,5.0,2,0.5213102074895545,0.38603835138755893
1152.0,0.4847636918884072,56.0,1.0,3.0,2.0,2.0,5.0,3.0,4.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,2.0,2,0.258026009254647,0.3693602535287728
1153.0,1.286615839043679,46.0,1.0,1.0,3.0,2.0,6.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,1.6666666666666667,0,0,0,2.0,4,0.48981677041959437,-0.025597515522288172
1155.0,0.5075914163776635,75.0,2.0,6.0,2.0,10.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.333333333333333,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1156.0,0.8644441438449362,40.0,1.0,12.0,2.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,5.0,0,-0.05727502943970386,-0.3563132204381401
1157.0,1.721815068900439,31.0,2.0,2.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,13.0,5,-0.06152206544604971,-0.60200869481952
1158.0,0.653526736160379,68.0,2.0,2.0,2.0,10.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.3333333333333335,0,0,0,2.0,1,-0.47679468532406283,0.07851386079274181
1160.0,0.6476619203356783,48.0,2.0,6.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.6666666666666667,0,0,1,9998.0,5,-0.472568855576459,-0.6288779865126939
1161.0,0.7857992797007716,46.0,2.0,2.0,3.0,12.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.3333333333333335,0,0,0,2.0,2,0.016315589217162918,-0.10201406116904477
1162.0,0.4080967036643398,48.0,2.0,16.0,3.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.3333333333333335,0,0,0,5.0,2,0.2537727571881021,-0.08115046115168123
1163.0,0.7950912403751085,33.0,2.0,12.0,3.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,3.0,3.0,2.6666666666666665,0,0,0,11.0,0,0.44166323523523154,-0.4098466601001587
1165.0,0.7238956751438925,25.0,2.0,13.0,3.0,6.0,9.0,2.0,0.0,0.0,7.0,0.0,7.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,5.0,4,0.9897630550932955,0.3939641279932027
1166.0,0.6644005263414083,65.0,2.0,12.0,2.0,2.0,3.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,2.0,2,-0.06150085918730769,0.3510786268672955
1169.0,0.3481688102242384,59.0,1.0,6.0,3.0,7.0,5.0,3.0,0.0,0.0,6.0,0.0,6.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,3.0,3.0,3.0,0,0,0,2.0,4,1.0644305158443368,0.2200255660905419
1170.0,0.4317746135571188,44.0,2.0,6.0,3.0,6.0,5.0,3.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,12.0,4,0.967340856445256,0.3690296300855964
1171.0,0.918832610149732,33.0,2.0,12.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,3,2.0,4.0,3.6666666666666665,0,0,0,11.0,3,0.29066488334112395,-0.7608048403817246
1172.0,0.7024627079628416,29.0,1.0,2.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,13.0,5,-0.2024959074264444,-0.5861242823567151
1175.0,1.543558812687677,50.0,1.0,1.0,3.0,6.0,7.0,3.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,1,1,0,2.0,1,-0.031038057461756252,0.13019785998722444
1176.0,0.6854743282364275,57.0,2.0,12.0,2.0,3.0,5.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,5.0,2,-0.058965361338745415,-0.07335648151596585
1177.0,0.58628981677032,38.0,2.0,6.0,3.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.3333333333333333,0,0,1,9998.0,5,-0.472568855576459,-0.6288779865126939
1179.0,0.7141288367479949,51.0,1.0,2.0,3.0,2.0,6.0,3.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0,2,0.35283394402367885,0.351726530300305
1180.0,1.347322951169558,57.0,2.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0,1,-0.269992938205206,0.35627461329110577
1181.0,0.5605791060369023,20.0,1.0,5.0,3.0,11.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,10.0,0,-0.05727502943970386,-0.3563132204381401
1182.0,1.40602581599791,26.0,2.0,2.0,3.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,3.0,0,0,0,13.0,5,-0.2024959074264444,-0.5861242823567151
1183.0,0.6003485554373575,40.0,2.0,5.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.0,0,0,0,5.0,0,0.09204863913315853,-0.6108495681955836
1185.0,0.6285574951744592,35.0,2.0,1.0,3.0,10.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.6666666666666665,0,0,0,2.0,1,-0.4776398512735836,0.21999223025382886
1186.0,0.6736614755847792,58.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,2.0,1,-0.269992938205206,0.35627461329110577
1187.0,0.6421518115529098,51.0,2.0,16.0,2.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.3333333333333335,0,0,0,2.0,2,-0.059810527288266135,0.0681218879451213
1188.0,0.7227070202112484,39.0,2.0,5.0,3.0,10.0,4.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,8.0,2,-0.1640565667972153,0.07071988115702643
1189.0,1.034494323155638,60.0,1.0,5.0,4.0,9.0,8.0,1.0,5.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,4.0,4.0,0,0,0,5.0,2,0.32072257714117103,-0.04749186447130471
1190.0,0.6807859564758949,31.0,2.0,13.0,3.0,6.0,8.0,2.0,0.0,0.0,3.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0,3,0.8394026603316679,-0.1763948474561995
1196.0,0.7066882078471243,61.0,1.0,14.0,3.0,1.0,3.0,3.0,3.0,0.0,7.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,2.0,2,0.5437566887918336,0.4180024098611079
1198.0,0.6179554102951016,59.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,2.0,2,0.04274518032164154,0.3484806336553904
1199.0,0.6681680761813887,62.0,1.0,2.0,2.0,5.0,3.0,3.0,5.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,1.0,1,-0.44396670153029744,0.41267613821238824
1201.0,1.133003315029473,70.0,2.0,1.0,2.0,10.0,3.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1203.0,1.350217067328296,55.0,1.0,3.0,3.0,6.0,7.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1204.0,0.9839309836003728,59.0,2.0,1.0,2.0,6.0,6.0,4.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.6666666666666665,0,0,0,5.0,2,0.25208242528906066,0.20180627777049298
1206.0,0.8836270653314036,66.0,2.0,16.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,5.0,0,0.2571534209861852,-0.6470639389960298
1207.0,0.5797070003842615,32.0,1.0,5.0,3.0,8.0,4.0,3.0,0.0,0.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4.0,3.0,2.0,0,0,0,8.0,2,0.24464838152857782,0.06312146622858128
1208.0,0.6963405072727239,70.0,2.0,14.0,1.0,1.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.3333333333333335,0,0,0,2.0,1,-0.4784850172231044,0.361470599714916
1209.0,0.4016932246267295,55.0,2.0,6.0,3.0,9997.0,6.0,2.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,4.0,4.0,2.6666666666666665,0,0,0,2.0,4,0.6454024842689249,0.36988162047931505
