ID,WT,age,sex,region,edu,job,income,polview,d_paper,d_magazine,d_tv,d_radio,d_portal,d_messenger,d_sns,d_video,d_shortform,d_ott,d_ai,d_podcast,u_paper,u_magazine,u_tv,u_radio,u_portal,u_messenger,u_sns,u_video,u_shortform,u_ott,u_ai,u_podcast,p_share,p_like,p_comment,engagement,interest,trust_news,trust_new_src,paid_exp,paid_intent,news_none,main_path
1809.0,1.303451881874114,35.0,1.0,16.0,3.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,2.0
1810.0,0.5928727803391616,79.0,2.0,14.0,1.0,1.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,0,2.0
1811.0,0.6116123452300116,82.0,2.0,14.0,1.0,10.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,2.0
1812.0,0.9540806840652675,72.0,1.0,2.0,2.0,12.0,3.0,4.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0
1813.0,0.947229606029931,71.0,2.0,2.0,1.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.6666666666666665,0,0,0,2.0
1814.0,0.493419571717885,63.0,1.0,3.0,3.0,6.0,5.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,2.6666666666666665,0,0,0,13.0
1815.0,1.123286147116044,44.0,1.0,16.0,3.0,5.0,4.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,5.0
1816.0,0.7006821715776275,49.0,1.0,5.0,3.0,6.0,5.0,3.0,5.0,0.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,5.0
1817.0,0.3551903331638318,66.0,2.0,13.0,1.0,10.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0,0,0,2.0
1818.0,1.844133716165728,42.0,2.0,9.0,3.0,10.0,4.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,2.0
1819.0,0.7168340518473371,56.0,1.0,5.0,3.0,6.0,5.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,5.0
1820.0,2.258223200636901,56.0,2.0,9.0,3.0,6.0,7.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,13.0
1821.0,0.560939971515107,27.0,1.0,7.0,3.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,5.0
1822.0,0.9182068585213652,75.0,2.0,2.0,1.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,0,2.0
1823.0,0.6057472290296727,65.0,1.0,5.0,2.0,2.0,7.0,3.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,1.0
1824.0,1.183385630076948,58.0,2.0,2.0,3.0,10.0,7.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,2.0
1825.0,0.4632506267543988,53.0,2.0,14.0,2.0,6.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
1826.0,0.6782030474355388,67.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,0,2.0
1827.0,0.913320133060225,29.0,2.0,1.0,3.0,10.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0
1828.0,0.5498123626980235,56.0,2.0,13.0,3.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1.0,0,0,0,2.0
1829.0,0.6272362559381585,55.0,1.0,2.0,2.0,5.0,6.0,2.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,2.0
1830.0,0.8617820768929313,81.0,2.0,4.0,1.0,10.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.6666666666666667,0,0,0,2.0
1831.0,2.041868391743071,47.0,1.0,9.0,3.0,6.0,6.0,3.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,3.0,0,1,0,5.0
1832.0,1.644644482414813,68.0,1.0,9.0,1.0,12.0,2.0,4.0,2.0,0.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3.0,4.0,3.3333333333333335,0,0,0,2.0
1833.0,1.179005597202755,48.0,1.0,1.0,3.0,6.0,8.0,2.0,0.0,0.0,7.0,0.0,7.0,3.0,5.0,7.0,7.0,2.0,0.0,0.0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,2,5.0,3.0,2.6666666666666665,0,0,0,2.0
1834.0,0.601682938509752,69.0,1.0,14.0,2.0,4.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.6666666666666665,0,0,0,2.0
1835.0,0.5921414816882901,73.0,1.0,3.0,2.0,12.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,0,2.0
1836.0,1.183385630076948,53.0,2.0,2.0,3.0,6.0,8.0,3.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,3,3.0,4.0,3.6666666666666665,0,0,0,5.0
1837.0,0.8397642362843494,32.0,2.0,4.0,3.0,6.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2.0,3.0,3.6666666666666665,0,0,0,2.0
1838.0,0.4926357475743866,40.0,1.0,14.0,3.0,6.0,4.0,3.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,3.0,0,0,0,5.0
1839.0,1.048830348333029,62.0,2.0,1.0,2.0,10.0,4.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.0,0,0,0,2.0
1840.0,0.3978220486548816,32.0,1.0,13.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,5.0
1841.0,0.4263251363625427,68.0,2.0,14.0,2.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,2.0
1842.0,0.8985181961653406,35.0,1.0,14.0,3.0,2.0,7.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.0,0,0,0,5.0
1843.0,0.5708193076963329,25.0,2.0,3.0,3.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,5.0
1844.0,1.069519106568826,20.0,1.0,2.0,3.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,10.0
1845.0,0.7220914150404115,46.0,1.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,2.0
1846.0,0.4053489496039709,29.0,1.0,14.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,2.3333333333333335,0,0,0,5.0
1847.0,0.6819133485554638,70.0,1.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.3333333333333335,0,0,0,10.0
1848.0,1.727187906527255,49.0,2.0,1.0,2.0,10.0,7.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0
1849.0,0.6274622530860111,29.0,2.0,5.0,3.0,6.0,4.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,9.0
1850.0,1.903035126146019,38.0,2.0,9.0,3.0,10.0,4.0,2.0,0.0,0.0,4.0,2.0,7.0,7.0,0.0,4.0,4.0,4.0,0.0,0.0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,4.0,4.0,3.3333333333333335,0,0,0,2.0
1851.0,1.239553297241194,55.0,1.0,16.0,2.0,5.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
1852.0,0.3988004554269057,42.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,5.0
1853.0,0.5278980976106422,38.0,2.0,3.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,5.0
1854.0,0.5273003424496813,40.0,2.0,5.0,3.0,10.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,2.0
1855.0,0.6116123452300115,71.0,2.0,14.0,1.0,1.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.0,0,0,0,2.0
1856.0,0.4490568073383989,58.0,2.0,14.0,2.0,5.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,5.0
1857.0,0.4778893678982247,59.0,1.0,5.0,3.0,2.0,6.0,2.0,0.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.6666666666666665,0,0,0,2.0
1858.0,0.790950513674522,49.0,2.0,5.0,2.0,3.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.3333333333333335,0,0,0,2.0
1860.0,0.6802743790031262,67.0,1.0,16.0,1.0,4.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
1861.0,0.9540806840652675,79.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,2.0
1862.0,1.254472511876317,56.0,1.0,2.0,3.0,2.0,7.0,2.0,1.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,4.0,3.0,3.0,0,0,0,2.0
1863.0,0.6937397893893669,55.0,2.0,5.0,2.0,10.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.3333333333333335,0,0,0,2.0
1864.0,0.8929301277835535,54.0,2.0,15.0,3.0,10.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0
1865.0,0.7168819834605097,47.0,2.0,16.0,2.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.6666666666666665,0,0,0,2.0
1866.0,0.7505356191662382,60.0,2.0,5.0,2.0,10.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.6666666666666665,0,0,0,2.0
1867.0,1.864992796215816,27.0,1.0,1.0,3.0,11.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.6666666666666665,0,0,0,2.0
1868.0,0.5475165225416307,45.0,2.0,3.0,3.0,3.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.0,0,0,0,2.0
1869.0,1.927274309214934,70.0,2.0,9.0,1.0,10.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.0,0,0,0,2.0
1870.0,0.8789326291202515,37.0,2.0,7.0,2.0,2.0,6.0,3.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,2.0
1871.0,0.6820173489155168,71.0,2.0,5.0,1.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,2.3333333333333335,0,0,1,9998.0
1872.0,2.160583786059644,23.0,1.0,9.0,3.0,11.0,8.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,4.0,4.0,4.0,1,1,0,13.0
1873.0,1.616679559275902,30.0,1.0,2.0,3.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,5.0
1874.0,1.981450276080209,48.0,1.0,9.0,3.0,2.0,5.0,3.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,1.6666666666666667,0,0,0,2.0
1875.0,0.7523308346052952,64.0,2.0,16.0,2.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
1876.0,0.9556381381181426,44.0,2.0,15.0,3.0,10.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3.0,3.0,3.6666666666666665,0,0,0,2.0
1877.0,2.160583786059644,26.0,1.0,9.0,3.0,11.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,2.0
1878.0,0.6350999411475721,49.0,2.0,14.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.6666666666666665,0,0,0,2.0
1879.0,0.9248480221846052,70.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,0.0,7.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,2.3333333333333335,0,0,0,2.0
1880.0,0.819698415903414,37.0,2.0,16.0,3.0,10.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,2.0
1881.0,0.5491095377553525,58.0,2.0,3.0,2.0,4.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,2.0
1882.0,0.5060848131940384,77.0,1.0,14.0,1.0,1.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.3333333333333335,0,0,0,2.0
1883.0,2.78011653140373,42.0,2.0,9.0,3.0,3.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.6666666666666667,0,0,0,2.0
1884.0,1.820004776857,62.0,2.0,9.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.3333333333333335,0,0,0,2.0
1885.0,1.083493574036295,54.0,1.0,15.0,3.0,3.0,6.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.6666666666666665,0,0,0,2.0
1886.0,1.073549872469481,30.0,2.0,14.0,3.0,6.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,4.0,0,0,0,2.0
1887.0,0.4207049786363303,22.0,1.0,7.0,3.0,11.0,7.0,3.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,0.0,0.0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,2.0,2.0,3.0,0,0,0,2.0
1888.0,0.7976009108538114,42.0,2.0,2.0,3.0,10.0,4.0,2.0,0.0,0.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.3333333333333335,0,0,0,10.0
1889.0,3.640009553714001,60.0,2.0,9.0,2.0,10.0,7.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.6666666666666665,0,0,0,2.0
1891.0,0.6633418144991523,68.0,2.0,2.0,2.0,10.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,4.0,0,0,0,2.0
1892.0,0.199512368294983,28.0,2.0,8.0,3.0,6.0,4.0,3.0,0.0,0.0,7.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,2,3.0,5.0,2.6666666666666665,0,0,0,5.0
1893.0,2.096652926650033,20.0,1.0,9.0,3.0,11.0,5.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.0,4.0,1.6666666666666667,0,0,0,2.0
1894.0,2.267777854404403,54.0,1.0,9.0,3.0,6.0,7.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,3.0,3.0,3.6666666666666665,0,0,0,8.0
1895.0,1.900364793728521,42.0,2.0,9.0,3.0,3.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.3333333333333333,0,0,0,2.0
1896.0,0.8137499659930999,28.0,2.0,16.0,2.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,2.3333333333333335,0,0,0,5.0
1897.0,0.7372608687231637,65.0,2.0,3.0,2.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,2.0
1898.0,0.8007308017007695,46.0,1.0,15.0,3.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,3.3333333333333335,0,0,0,13.0
1900.0,0.5916928150384742,50.0,2.0,2.0,2.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,3.3333333333333335,0,0,0,2.0
1902.0,0.8460256972464651,57.0,2.0,16.0,1.0,2.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.6666666666666665,0,0,0,2.0
1903.0,0.7329871495821667,31.0,2.0,2.0,3.0,6.0,3.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.0,0,0,0,2.0
1904.0,0.481408487134567,58.0,1.0,14.0,2.0,1.0,5.0,2.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,0,0,0,2.0
1905.0,0.771815486363124,57.0,2.0,11.0,2.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.6666666666666665,0,0,1,9998.0
